image_path,true_label,true_label_name,predicted_label,predicted_label_name,confidence,stage_distance,error_type,note
d:\Computer Vision CW\data\test/1/d6e26fe51dce-600.jpg,1,Mild NPDR,0,No DR,0.7413,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\val/1/93be637084a2-600-FA.jpg,1,Mild NPDR,2,Moderate NPDR,0.7399,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\val/3/21796_right-600-S-t.jpg,3,Severe NPDR,2,Moderate NPDR,0.7398,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\val/0/32127_right-600.jpg,0,No DR,1,Mild NPDR,0.7388,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\val/0/4331_left-600.jpg,0,No DR,1,Mild NPDR,0.7381,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/2/26698_right-600.jpg,2,Moderate NPDR,3,Severe NPDR,0.7381,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\test/0/GF-fa6f3d8bb1d5-600.jpg,0,No DR,1,Mild NPDR,0.738,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/1/26694_left-600-HFF.jpg,1,Mild NPDR,0,No DR,0.7379,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\val/0/6313_left-600.jpg,0,No DR,1,Mild NPDR,0.7372,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\val/3/34571_right-600-HF.jpg,3,Severe NPDR,2,Moderate NPDR,0.7369,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/0/19015_left-600.jpg,0,No DR,1,Mild NPDR,0.7368,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\test/0/5030_left-600.jpg,0,No DR,1,Mild NPDR,0.7346,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\test/3/26254_right-600-FS.jpg,3,Severe NPDR,2,Moderate NPDR,0.7346,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/0/1199_left-600.jpg,0,No DR,1,Mild NPDR,0.7338,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\val/0/18686_right-600.jpg,0,No DR,1,Mild NPDR,0.7337,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\val/0/8942_right-600.jpg,0,No DR,1,Mild NPDR,0.7334,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\test/2/31849_right-600-HBF.jpg,2,Moderate NPDR,1,Mild NPDR,0.7334,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\test/2/12801_left-600-HBF.jpg,2,Moderate NPDR,3,Severe NPDR,0.7333,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/2/24992_right-600.jpg,2,Moderate NPDR,1,Mild NPDR,0.733,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\val/0/35511_right-600.jpg,0,No DR,1,Mild NPDR,0.7327,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\test/2/35936_left-600-HBF.jpg,2,Moderate NPDR,3,Severe NPDR,0.7315,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/0/12658_right-600.jpg,0,No DR,1,Mild NPDR,0.731,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\val/0/17724_right-600.jpg,0,No DR,1,Mild NPDR,0.7304,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\val/1/31442_left-600.jpg,1,Mild NPDR,0,No DR,0.7303,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/4/f025f33b2c9b-600.jpg,4,Proliferative DR,3,Severe NPDR,0.7303,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/1/78bcdffb8785-GF-600.jpg,1,Mild NPDR,0,No DR,0.7296,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\test/0/8366_right-600.jpg,0,No DR,1,Mild NPDR,0.7279,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\test/2/14425_right-600-HBF.jpg,2,Moderate NPDR,1,Mild NPDR,0.7279,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\val/0/23797_left-600.jpg,0,No DR,1,Mild NPDR,0.7276,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/2/38252_left-600.jpg,2,Moderate NPDR,3,Severe NPDR,0.7266,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\test/1/10853_right-600.jpg,1,Mild NPDR,0,No DR,0.7264,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/2/3827_right-600.jpg,2,Moderate NPDR,1,Mild NPDR,0.7247,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/1/28113_right-600.jpg,1,Mild NPDR,2,Moderate NPDR,0.7243,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/2/8161_left-600.jpg,2,Moderate NPDR,1,Mild NPDR,0.7237,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\val/1/1116271db4ea-GF-600-FS.jpg,1,Mild NPDR,0,No DR,0.7233,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\test/0/30603_right-600.jpg,0,No DR,1,Mild NPDR,0.7227,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/2/cbc2e57447c2-600-ALL.jpg,2,Moderate NPDR,1,Mild NPDR,0.7201,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/1/28478_left-600-FA.jpg,1,Mild NPDR,0,No DR,0.7197,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/1/24042_right-600-FA.jpg,1,Mild NPDR,2,Moderate NPDR,0.719,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\test/2/18410_left-600.jpg,2,Moderate NPDR,3,Severe NPDR,0.7185,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\val/1/5114_right-600-FA.jpg,1,Mild NPDR,0,No DR,0.7176,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\test/0/5561_right-600.jpg,0,No DR,1,Mild NPDR,0.7171,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/2/20183_left-600-ALL.jpg,2,Moderate NPDR,1,Mild NPDR,0.717,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\test/2/37397_left-600-HBF.jpg,2,Moderate NPDR,1,Mild NPDR,0.7165,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/1/93be637084a2-GF-600-HFF.jpg,1,Mild NPDR,2,Moderate NPDR,0.7159,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/3/6875_right-600-HFF.jpg,3,Severe NPDR,4,Proliferative DR,0.7158,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/3/29365_right-600.jpg,3,Severe NPDR,2,Moderate NPDR,0.7157,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\test/2/3054_left-600-HBF.jpg,2,Moderate NPDR,3,Severe NPDR,0.7145,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\val/4/33775_left-600.jpg,4,Proliferative DR,3,Severe NPDR,0.7145,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\test/1/978_left-600-RB.jpg,1,Mild NPDR,0,No DR,0.7111,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/2/42973_left-600.jpg,2,Moderate NPDR,1,Mild NPDR,0.711,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\test/0/9c893e16c055-600.jpg,0,No DR,1,Mild NPDR,0.7108,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/2/13818_left-600.jpg,2,Moderate NPDR,1,Mild NPDR,0.7108,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/1/7780_right-600-FA.jpg,1,Mild NPDR,2,Moderate NPDR,0.7096,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/1/20019_left-600-FS.jpg,1,Mild NPDR,0,No DR,0.7094,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/1/32200_right-600-FA.jpg,1,Mild NPDR,0,No DR,0.7082,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/3/03c85870824c-GF-600-SF.jpg,3,Severe NPDR,2,Moderate NPDR,0.7077,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\test/1/17702_right-600.jpg,1,Mild NPDR,2,Moderate NPDR,0.7072,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/2/28635_left-600-ALL.jpg,2,Moderate NPDR,3,Severe NPDR,0.7069,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\test/1/27588_left-600-RB.jpg,1,Mild NPDR,2,Moderate NPDR,0.7066,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\val/0/18b7e34eab8f-600.jpg,0,No DR,1,Mild NPDR,0.7065,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\test/1/34382_left-600.jpg,1,Mild NPDR,2,Moderate NPDR,0.7063,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/2/39778_left-600.jpg,2,Moderate NPDR,3,Severe NPDR,0.7063,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/1/43531_right-600-HB.jpg,1,Mild NPDR,2,Moderate NPDR,0.7059,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/2/13605_left-600-ALL.jpg,2,Moderate NPDR,3,Severe NPDR,0.7053,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/1/11915_left-600-FA.jpg,1,Mild NPDR,2,Moderate NPDR,0.7036,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/1/14846_left-600-HFF.jpg,1,Mild NPDR,2,Moderate NPDR,0.7035,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/2/19381_right-600.jpg,2,Moderate NPDR,3,Severe NPDR,0.7032,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/3/6875_right-600.jpg,3,Severe NPDR,4,Proliferative DR,0.7032,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\val/1/23541_left-600-FS.jpg,1,Mild NPDR,2,Moderate NPDR,0.7031,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/0/b200c23b299b-600.jpg,0,No DR,1,Mild NPDR,0.703,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/2/33556_right-600-ALL.jpg,2,Moderate NPDR,1,Mild NPDR,0.7027,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/1/17326_left-600.jpg,1,Mild NPDR,2,Moderate NPDR,0.7025,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\test/2/11815_left-600.jpg,2,Moderate NPDR,3,Severe NPDR,0.7017,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/0/6700_left-600.jpg,0,No DR,1,Mild NPDR,0.6997,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/2/9897_right-600.jpg,2,Moderate NPDR,1,Mild NPDR,0.6992,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\test/0/7198_right-600.jpg,0,No DR,1,Mild NPDR,0.6989,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\test/1/10030_left-600-RB.jpg,1,Mild NPDR,2,Moderate NPDR,0.6981,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/0/7420_left-600.jpg,0,No DR,1,Mild NPDR,0.6978,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/2/9218_right-600.jpg,2,Moderate NPDR,1,Mild NPDR,0.6972,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\test/2/39501_left-600-HBF.jpg,2,Moderate NPDR,1,Mild NPDR,0.6959,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\val/0/18343_right-600.jpg,0,No DR,1,Mild NPDR,0.695,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/1/b71428739d4e-600.jpg,1,Mild NPDR,2,Moderate NPDR,0.6945,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\val/2/27583_left-600-ALL.jpg,2,Moderate NPDR,1,Mild NPDR,0.6933,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/2/25151_right-600.jpg,2,Moderate NPDR,1,Mild NPDR,0.6933,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\val/0/GF-9fa02dfb5553-600.jpg,0,No DR,1,Mild NPDR,0.693,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/1/1867_left-600.jpg,1,Mild NPDR,0,No DR,0.6927,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/1/93be637084a2-GF-600-HB.jpg,1,Mild NPDR,0,No DR,0.6925,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\test/0/32025_right-600.jpg,0,No DR,1,Mild NPDR,0.6921,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/2/6561_right-600-ALL.jpg,2,Moderate NPDR,3,Severe NPDR,0.6915,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\val/0/37487_left-600.jpg,0,No DR,1,Mild NPDR,0.6912,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/0/24203_left-600.jpg,0,No DR,1,Mild NPDR,0.6907,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/1/16280_left-600.jpg,1,Mild NPDR,2,Moderate NPDR,0.69,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\val/0/14081_right-600.jpg,0,No DR,1,Mild NPDR,0.6885,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\val/4/2f284b6a1940-GF-600-FS.jpg,4,Proliferative DR,3,Severe NPDR,0.6884,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/0/12902_left-600.jpg,0,No DR,1,Mild NPDR,0.6882,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/0/24986_left-600.jpg,0,No DR,1,Mild NPDR,0.6876,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/1/8788_right-600-FA.jpg,1,Mild NPDR,2,Moderate NPDR,0.6874,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/2/314862758acf-600-ALL.jpg,2,Moderate NPDR,3,Severe NPDR,0.6871,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\val/1/e26d8718ca58-GF-600-T.jpg,1,Mild NPDR,0,No DR,0.6848,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\test/0/3519_right-600.jpg,0,No DR,1,Mild NPDR,0.6836,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\val/0/10254_left-600.jpg,0,No DR,1,Mild NPDR,0.6825,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\val/2/22208_right-600-ALL.jpg,2,Moderate NPDR,3,Severe NPDR,0.6823,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/1/21706_left-600.jpg,1,Mild NPDR,2,Moderate NPDR,0.6822,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/1/20062_left-600-HB.jpg,1,Mild NPDR,0,No DR,0.682,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\val/0/6049_right-600.jpg,0,No DR,1,Mild NPDR,0.6819,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/2/2706_left-600.jpg,2,Moderate NPDR,1,Mild NPDR,0.6819,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\val/0/23709_right-600.jpg,0,No DR,1,Mild NPDR,0.6812,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\test/0/5677_left-600.jpg,0,No DR,1,Mild NPDR,0.6806,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/0/24653_right-600.jpg,0,No DR,1,Mild NPDR,0.6791,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\test/0/28207_left-600.jpg,0,No DR,1,Mild NPDR,0.6784,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\val/2/12117_right-600-ALL.jpg,2,Moderate NPDR,1,Mild NPDR,0.6784,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/2/39994_left-600.jpg,2,Moderate NPDR,1,Mild NPDR,0.6783,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\test/0/7901_left-600.jpg,0,No DR,1,Mild NPDR,0.6774,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\test/0/33082_left-600.jpg,0,No DR,1,Mild NPDR,0.6769,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/3/32242_left-600.jpg,3,Severe NPDR,4,Proliferative DR,0.6753,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\val/0/36195_left-600.jpg,0,No DR,1,Mild NPDR,0.6736,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/0/6086_left-600.jpg,0,No DR,1,Mild NPDR,0.6711,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/3/6735931000ec-GF-600-HFF.jpg,3,Severe NPDR,4,Proliferative DR,0.6695,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\val/3/18046_left-600-FA-t.jpg,3,Severe NPDR,4,Proliferative DR,0.6693,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/0/29474_right-600.jpg,0,No DR,1,Mild NPDR,0.669,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\val/0/6124_left-600.jpg,0,No DR,1,Mild NPDR,0.6684,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/4/16ce555748d8-600-FA.jpg,4,Proliferative DR,3,Severe NPDR,0.668,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\val/1/19802_right-600-FS.jpg,1,Mild NPDR,0,No DR,0.6676,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\val/0/6231_left-600.jpg,0,No DR,1,Mild NPDR,0.6675,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/2/c70d09370109-GF-600.jpg,2,Moderate NPDR,3,Severe NPDR,0.6674,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\test/0/38524_left-600.jpg,0,No DR,1,Mild NPDR,0.6673,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/2/2c1d5be654dd-GF-600.jpg,2,Moderate NPDR,1,Mild NPDR,0.6636,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\val/1/43252_left-600.jpg,1,Mild NPDR,2,Moderate NPDR,0.6615,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\test/0/22189_right-600.jpg,0,No DR,1,Mild NPDR,0.6593,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/3/7923_right-600-FA.jpg,3,Severe NPDR,2,Moderate NPDR,0.6593,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\test/3/24140_right-600.jpg,3,Severe NPDR,2,Moderate NPDR,0.6588,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/0/17356_left-600.jpg,0,No DR,1,Mild NPDR,0.6587,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/2/42701_left-600-ALL.jpg,2,Moderate NPDR,1,Mild NPDR,0.6578,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/2/22656_left-600.jpg,2,Moderate NPDR,1,Mild NPDR,0.6572,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\test/0/35750_right-600.jpg,0,No DR,1,Mild NPDR,0.657,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/1/d567a1a22d33-GF-600-FS.jpg,1,Mild NPDR,2,Moderate NPDR,0.6558,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/0/37319_left-600.jpg,0,No DR,1,Mild NPDR,0.655,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\test/4/b96b518596b3-600-FA.jpg,4,Proliferative DR,3,Severe NPDR,0.6545,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\val/2/6226_left-600-ALL.jpg,2,Moderate NPDR,3,Severe NPDR,0.6539,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/0/20002_right-600.jpg,0,No DR,1,Mild NPDR,0.6534,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\test/0/GF-5c85d22bd0de-600.jpg,0,No DR,1,Mild NPDR,0.6524,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/1/43291_left-600-HFF.jpg,1,Mild NPDR,2,Moderate NPDR,0.6521,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\test/1/27588_left-600-FSF.jpg,1,Mild NPDR,2,Moderate NPDR,0.6515,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\val/1/5615_right-600-FA.jpg,1,Mild NPDR,0,No DR,0.651,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\test/4/eadc57064154-GF-600-HB.jpg,4,Proliferative DR,3,Severe NPDR,0.649,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/0/11810_left-600.jpg,0,No DR,1,Mild NPDR,0.6489,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
